floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,pig.eat_count,pig.excrete_each_day,pig.excrete_count
75.0,2,3.0,3.11,214.0,209.12,95.39,4,2,2
76.0,2,3.0,3.14,217.0,212.26,96.33,8,3,3
77.0,2,3.0,3.29,220.0,215.55,97.27,3,3,2
78.0,2,3.0,2.6,223.0,218.15,98.25,7,3,3
79.0,2,3.0,2.82,226.0,220.97,99.02,4,2,3
80.0,2,3.0,3.21,229.0,224.18,99.86,4,4,3
81.0,2,3.0,3.5,232.0,227.68,100.8,5,3,3
82.0,2,3.0,2.59,235.0,230.27,101.83,7,4,2
83.0,2,3.0,3.13,238.0,233.4,102.59,4,4,3
84.0,2,3.0,3.07,241.0,236.47,103.5,6,2,3
85.0,2,3.0,3.02,244.0,239.49,104.4,7,2,0
86.0,2,3.0,2.66,247.0,242.15,105.27,5,4,1
87.0,2,3.0,3.05,250.0,245.2,106.04,9,2,3
88.0,2,3.0,2.59,253.0,247.79,106.92,8,2,3
89.0,2,3.0,2.78,256.0,250.57,107.66,9,2,3
90.0,2,3.0,2.99,259.0,253.56,108.45,4,4,3
91.0,2,3.0,3.48,262.0,257.04,109.3,6,2,3
92.0,2,3.0,2.71,265.0,259.75,110.29,6,2,3
93.0,2,3.0,3.47,268.0,263.22,111.05,9,3,3
94.0,2,3.0,2.59,271.0,265.81,112.03,10,3,3
95.0,2,3.0,3.01,274.0,268.82,112.75,6,3,3
96.0,2,3.0,3.01,277.0,271.83,113.59,9,4,3
97.0,2,3.0,2.56,280.0,274.39,114.43,9,3,3
98.0,2,3.0,3.36,283.0,277.75,115.14,7,4,3
99.0,2,3.0,2.95,286.0,280.7,116.07,4,4,1
100.0,2,3.0,3.03,289.0,283.73,116.88,8,2,3
101.0,2,3.0,2.65,292.0,286.38,117.71,6,2,2
102.0,2,3.0,3.39,295.0,289.77,118.44,5,4,3
103.0,2,3.0,3.34,298.0,293.11,119.36,4,4,0
104.0,2,3.0,3.34,301.0,296.45,120.26,6,2,3
105.0,2,3.0,2.87,304.0,299.32,121.16,7,3,2
106.0,2,3.0,3.23,307.0,302.55,121.94,9,4,3
107.0,2,3.0,3.06,310.0,305.61,122.8,9,2,3
108.0,2,3.0,2.81,313.0,308.42,123.62,8,2,3
109.0,2,3.0,2.89,316.0,311.31,124.36,2,2,2
110.0,2,3.0,3.03,319.0,314.34,125.13,6,2,3
111.0,2,3.0,2.69,322.0,317.03,125.93,8,4,3
112.0,2,3.0,3.15,325.0,320.18,126.64,5,4,2
113.0,2,3.0,2.75,328.0,322.93,127.46,7,4,3
114.0,2,3.0,3.22,331.0,326.15,128.18,5,4,2
115.0,2,3.0,2.96,334.0,329.11,129.02,8,4,3
116.0,2,3.0,2.88,337.0,331.99,129.78,4,2,3
117.0,2,3.0,2.9,340.0,334.89,130.53,5,4,3
118.0,2,3.0,3.42,343.0,338.31,131.27,6,2,3
119.0,2,3.0,3.2,346.0,341.51,132.15,6,3,3
120.0,2,3.0,3.09,349.0,344.6,132.96,8,3,3
